unit,duration,input.events1,input.pair1_lemma,input.pair2_lemma,input.pair3_lemma,input.pair4_lemma,input.pair5_lemma,input.pair6_lemma,input.relations,input.sentence1,input.sentence1_id,job,output.relations_lemma.annotations,output.relations_lemma.unique_annotations,worker,uqs,uqs_initial,event-event_pair,no_of_annotations,event-event_pair_final_score,event-event_pair_initial_score
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,attorney--handle,3,0.24950130362542022,0.2
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,attorney-r-handle,2,0.23652256397978275,0.13333333333333333
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,handle--re - hire,1,0.1657918260454609,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,handle-r-re - hire,2,0.14560699376529845,0.13333333333333333
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,case--handle,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,case-r-handle,2,0.09932214089925792,0.13333333333333333
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,attorney--re - hire,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,attorney-r-re - hire,1,0.07991798862927067,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,attorney--case,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,attorney-r-case,1,0.030140606556554605,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,case--re - hire,1,0.06349596004036279,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,case-r-re - hire,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hire","case, handle","attorney, re - hire","attorney, case","case, re - hire",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10951201568511114,0.10870679583212473,no_relation,4,0.17541043113332336,0.26666666666666666
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stop","close, defend","close, win","close, round","close, fight","defend, stop","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11962378315589807,0.10490635422549519,close--stop,1,0.045429527767681714,0.06666666666666667
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stop","close, defend","close, win","close, round","close, fight","defend, stop","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11962378315589807,0.10490635422549519,close-r-stop,3,0.24720206064546646,0.2
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stop","close, defend","close, win","close, round","close, fight","defend, stop","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11962378315589807,0.10490635422549519,close--defend,0,0.0,0.0
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stop","close, defend","close, win","close, round","close, fight","defend, stop","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11962378315589807,0.10490635422549519,close-r-defend,1,0.08009709097830825,0.06666666666666667
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stop","close, defend","close, win","close, round","close, fight","defend, stop","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11962378315589807,0.10490635422549519,close--win,2,0.1694381563678009,0.13333333333333333
