_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,tagged_events,doc_id,events,events_count,hiddeninput_gold,index,notpossible_gold,original_sentence,processed_sentence,sentence_id,tagged_events_gold,tokens
1893181917,9/3/2018 15:14:10,4026420967,9/3/2018 15:12:51,false,prodege,1,38202325,USA,ME,Limestone,98.13.82.121,,,"[""income fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 22:54:31,4027532621,9/3/2018 22:52:01,false,instagc,1,29289135,CAN,QC,Saint-hubert,174.91.248.234,,,"[""net income fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 20:31:41,4027187889,9/3/2018 20:30:40,false,tremorgames,1,36826029,CAN,ON,Windsor,64.228.69.36,,,"[""reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 15:34:54,4026462508,9/3/2018 15:34:45,false,prodege,1,3587109,CAN,NS,Inverness,99.192.28.178,,,"[""reported third-quarter net income fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 20:08:35,4027120383,9/3/2018 20:07:44,false,prodege,1,18972023,GBR,C9,Carlisle,146.198.63.229,,,"[""reported third-quarter""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 20:40:51,4027219929,9/3/2018 20:39:06,false,clixsense,1,6413571,USA,FL,Mount Dora,76.4.108.56,,,"[""reported"",""fell"",""year-ago""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 15:22:58,4026438767,9/3/2018 15:21:58,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,,,"[""reported"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 16:06:54,4026520021,9/3/2018 16:06:39,false,instagc,1,39127197,GBR,N9,Swindon,151.228.218.179,,,"[""reported"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 16:53:12,4026626020,9/3/2018 16:52:28,false,prodege,1,11131207,CAN,ON,Ajax,99.231.237.220,,,"[""reported"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 17:14:08,4026671629,9/3/2018 17:13:57,false,elite,1,31883685,GBR,I2,Manchester,2.98.53.46,,,"[""reported"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 19:14:16,4026970415,9/3/2018 19:12:14,false,clixsense,1,44255568,USA,NY,Ithaca,68.175.152.222,,,"[""reported"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/4/2018 01:25:18,4027827122,9/4/2018 01:24:21,false,instagc,1,34534543,USA,NY,Staten Island,100.37.15.137,,,"[""reported"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 16:32:18,4026576843,9/3/2018 16:31:50,false,prodege,1,27934334,GBR,H9,London,86.187.170.79,,,"[""reported"",""income fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/3/2018 18:29:54,4026855185,9/3/2018 18:29:16,false,instagc,1,21551272,GBR,X7,Ammanford,92.26.241.75,,,"[""reported"",""income"",""fell""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
1893181917,9/4/2018 00:23:14,4027711121,9/4/2018 00:22:36,false,gifthunterclub,1,44453708,CAN,BC,Coquitlam,71.19.251.144,,,"[""reported"",""third-quarter"",""net"",""income"",""fell"",""year-ago"",""period""]",wsj_1033.tml,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",11,,39
